sweep,value,policy,episode,task_success_rate,deadline_miss_rate,mean_cft_est,risk_penalty_mean,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,trust_failure_rate,rho_selected_mean,uncertainty_selected_mean,illegal_action_rate,time_limit_rate
main,0.0,mappo,1,0.9136971143353985,0.0863324659844553,2.855625533049512,0.006399695241547879,0.08040746701085981,0.8215614652394396,0.09803106774970058,0.5597306269914551,0.052393040822107016,0.9269352792313281,0.08408641068407187,0.0,0.027804308971640292
main,0.0,mappo,2,0.9025119823426531,0.07039114161440757,2.6157755400279847,0.007900224011150434,0.09697673451078,0.7577018805164414,0.14532138497277866,0.5423005589632494,0.049098333859591135,0.9284728869417352,0.08094870275360441,0.0,0.010134924834208567
main,0.0,mappo,3,0.8726886467813874,0.13255442827539643,2.706784931020806,0.006091577728832412,0.17540416701922024,0.7417274847538368,0.08286834822694274,0.4468522570500995,0.04504655976219374,0.9338121567108669,0.08529854175406959,0.0,0.03277611632405132
main,0.0,mappo,4,0.8791357476059393,0.09311839032423787,2.6613710989010437,0.0061506427524884565,0.14423481792811302,0.7770218544285796,0.0787433276433073,0.5803233363807241,0.04321117561791482,0.9231296574140113,0.08805468573054175,0.0,0.05302816610182369
main,0.0,mappo,5,0.8963476028665024,0.10195957311364921,2.743471339074233,0.004791427825415955,0.1227229686733278,0.8321594712802176,0.04511756004645461,0.5820154763905754,0.03312920827107936,0.9439805194160326,0.08381576507405249,0.0,0.05359979409419189
main,0.0,mappo,6,0.882220007730356,0.0772678935771144,2.628372062123715,0.008113399864964274,0.06443078142599874,0.8602056842944742,0.07536353427952709,0.5788508729921171,0.025739437383615747,0.9056624266624319,0.08483219059908101,0.0,0.05642552888035328
main,0.0,mappo,7,0.9764641210225966,0.003529018474151189,2.728944570879004,0.006842709719724802,0.121498311498662,0.7647297408892927,0.1137719476120454,0.6045002375757417,0.04147261798817624,0.9216172466647331,0.08934536757825617,0.0,0.0
main,0.0,mappo,8,0.9280006364472294,0.06033159373092919,2.6972221001193843,0.005885491884129636,0.12733435959162306,0.7714565405306681,0.10120909987770878,0.5181643503752414,0.03526594701108207,0.9347610093605827,0.07534432853007297,0.0,0.03154531191078288
main,0.0,mappo,9,0.9070557395369222,0.10566290891034527,2.7572329790088843,0.006378599674524707,0.1035307682310415,0.860873931788348,0.03559529998061054,0.5936373525407221,0.020051975600667377,0.9125642865660462,0.0875527362351713,0.0,0.012005568130100914
main,0.0,mappo,10,0.9048845050357843,0.12368104557219994,2.6352656881221224,0.008697762445238922,0.05116645445243458,0.9099593172038849,0.038874228343680685,0.5730238628336229,0.029743861460465378,0.9209316065795864,0.07112613944632819,0.0,0.0046139880485397515
main,0.0,mappo,11,0.938978798643726,0.054510172427700114,2.634834721121398,0.0036952637957094235,0.09222979256346041,0.8468990427472793,0.06087116468926045,0.5324290373403122,0.031803369428888194,0.9307139004018791,0.08408561451535713,0.0,0.01717045564378308
main,0.0,mappo,12,0.8915907734902973,0.11768275424037197,2.69480312669331,0.007086046410139905,0.12892448756116665,0.7821670927458882,0.08890841969294518,0.5951529802190788,0.053930687159154174,0.918419569879506,0.07945181369730545,0.0,0.02729035801597035
main,0.0,mappo,13,0.9263701698894847,0.08024001476947279,2.5636005926692413,0.0035564524551460093,0.16133772783122877,0.7731881554316125,0.06547411673715876,0.5982473230546975,0.03461517067845027,0.9241061995131091,0.07402627045954868,0.0,0.029899722219005755
main,0.0,mappo,14,0.9092395134361674,0.09932296035529373,2.5136281381935928,0.0059431978233003115,0.09005741022998105,0.8530080104670259,0.056934579302993,0.5792075965071508,0.035346790703465934,0.900665092549781,0.07160223627429946,0.0,0.019602358210389532
main,0.0,mappo,15,0.885574358402921,0.09962695869174489,2.4914808783232005,0.007200333475731016,0.08732494715493203,0.8405124520648154,0.07216260078025258,0.562347822446462,0.04615137734167658,0.9395329867208517,0.0738397852666429,0.0,0.0
main,0.0,mappo,16,0.9174150150666134,0.08276401685211482,2.6664650191592063,0.00665503790032977,0.0814242526047463,0.8299562244921375,0.0886195229031162,0.5132320552580295,0.02289448404100721,0.9260981608252117,0.08031627811761985,0.0,0.010472733996133127
main,0.0,mappo,17,0.9069228711171606,0.0865684321335908,2.8253228921743077,0.007384962124564934,0.1284854943730321,0.7745391105713529,0.09697539505561502,0.5770081729058858,0.04973781900010228,0.9145251059217956,0.08512140852782714,0.0,0.0
main,0.0,mappo,18,0.8976451392100263,0.06793411529568927,2.666907309483616,0.007609582675207472,0.03691461288572755,0.9164099403065211,0.04667544680775123,0.5981838303788993,0.029822265470056022,0.9119307208698525,0.0864872043316839,0.0,0.040668269877015766
main,0.0,mappo,19,0.9306107608414282,0.08009318095616053,2.594312619969236,0.007585297653112885,0.13222658101485368,0.7892409562795144,0.07853246270563209,0.5273399323468231,0.041420813669597496,0.9230891450768117,0.08458107978922999,0.0,0.04502779885767352
main,0.0,mappo,20,0.9234312789015036,0.051020697313677296,2.591038586245283,0.009980404277261674,0.15160800386813575,0.8074171494162041,0.040974846715660075,0.5759642817857041,0.03836611977324839,0.9294504423793135,0.08442116509862642,0.0,0.0
